subjId,task,roi,chromophore,term,nChannels,meanBeta,sdBeta,seBeta
sub-003,cate,LeftTemporal,HbR,task,5,-2.79692472048607e-09,4.62088977811544e-09,2.06652473208001e-09
sub-003,cate,LeftTemporal,HbR,intercept,5,2.74472927301638e-08,4.80502772019358e-08,2.14887372322474e-08
sub-003,cate,LeftTemporal,HbR,dct01,5,-8.77686668300428e-09,2.17788881268977e-08,9.73981486522125e-09
sub-003,cate,LeftTemporal,HbR,dct02,5,4.34348153622273e-10,8.94180182422347e-09,3.99889534405906e-09
sub-003,cate,LeftTemporal,HbR,dct03,5,-3.53468744994414e-09,4.97305725853717e-09,2.22401881721757e-09
sub-003,cate,LeftTemporal,HbT,task,5,-7.80078026557259e-09,1.23955711881419e-08,5.54346795932463e-09
sub-003,cate,LeftTemporal,HbT,intercept,5,9.01557875438701e-08,1.53661282734458e-07,6.87194147408127e-08
sub-003,cate,LeftTemporal,HbT,dct01,5,-8.23929730675886e-09,6.52954368991604e-08,2.92010071054141e-08
sub-003,cate,LeftTemporal,HbT,dct02,5,-3.75878584806107e-09,4.11915546597148e-08,1.84214232636041e-08
sub-003,cate,LeftTemporal,HbT,dct03,5,-1.84757278504625e-08,2.64658222647438e-08,1.18358755328789e-08
sub-003,cate,RightFrontal,HbO,task,4,-6.83330450140818e-10,4.75576277436304e-09,2.37788138718152e-09
sub-003,cate,RightFrontal,HbO,intercept,4,1.50360064639587e-08,6.48224950199194e-08,3.24112475099597e-08
sub-003,cate,RightFrontal,HbO,dct01,4,2.46915992878696e-09,2.88815562070898e-08,1.44407781035449e-08
sub-003,cate,RightFrontal,HbO,dct02,4,1.3055223673509e-08,2.5260528296809e-08,1.26302641484045e-08
sub-003,cate,RightFrontal,HbO,dct03,4,-1.31598494606949e-08,1.25907371915241e-08,6.29536859576204e-09
sub-003,cate,RightFrontal,HbR,task,5,-1.61332946372461e-09,2.37163528106655e-09,1.06062754126033e-09
sub-003,cate,RightFrontal,HbR,intercept,5,2.17271800502174e-08,3.85968641539574e-08,1.72610423933147e-08
sub-003,cate,RightFrontal,HbR,dct01,5,-1.31025517971154e-08,1.44540790397701e-08,6.46406065701619e-09
sub-003,cate,RightFrontal,HbR,dct02,5,-1.97585918588487e-08,2.27123488143987e-08,1.01572711755365e-08
sub-003,cate,RightFrontal,HbR,dct03,5,-5.76666132656987e-09,8.31798888516674e-09,3.7199177166641e-09
sub-003,cate,RightFrontal,HbT,task,5,-2.88894041149754e-09,8.59346672947725e-09,3.84311515389878e-09
sub-003,cate,RightFrontal,HbT,intercept,5,3.4376825198982e-08,8.2619407128733e-08,3.69485221201155e-08
sub-003,cate,RightFrontal,HbT,dct01,5,-1.38118504101132e-08,4.49159161398889e-08,2.00870083520943e-08
sub-003,cate,RightFrontal,HbT,dct02,5,2.03947354156413e-08,1.95761098046967e-08,8.75470245166041e-09
sub-003,cate,RightFrontal,HbT,dct03,5,-6.40213333696159e-09,1.40790519747279e-08,6.29634345484884e-09
sub-003,cate,RightTemporal,HbO,task,4,2.43842865180923e-09,7.99074034408193e-10,3.99537017204097e-10
sub-003,cate,RightTemporal,HbO,intercept,4,-2.87408217281214e-08,1.44093076126788e-08,7.2046538063394e-09
sub-003,cate,RightTemporal,HbO,dct01,4,1.19547958760989e-08,8.87435443155548e-09,4.43717721577774e-09
sub-003,cate,RightTemporal,HbO,dct02,4,1.05817411477595e-08,1.52529844430434e-08,7.62649222152168e-09
sub-003,cate,RightTemporal,HbO,dct03,4,2.18277254890941e-09,1.48808847870896e-08,7.44044239354479e-09
sub-003,cate,RightTemporal,HbR,task,6,-4.59756238059035e-10,5.48778399644765e-10,2.2403784349847e-10
sub-003,cate,RightTemporal,HbR,intercept,6,7.90390375310858e-09,1.07240348718784e-08,4.37806890331923e-09
sub-003,cate,RightTemporal,HbR,dct01,6,1.21739353851786e-09,4.06652336761935e-09,1.66015121296195e-09
sub-003,cate,RightTemporal,HbR,dct02,6,-2.58281723121804e-09,1.11949697392785e-08,4.57032725785512e-09
sub-003,cate,RightTemporal,HbR,dct03,6,-2.95955599915441e-10,7.53291211864431e-09,3.07529849465106e-09
sub-003,cate,RightTemporal,HbT,task,6,2.4143165507802e-09,1.53669695717906e-09,6.27353905729372e-10
sub-003,cate,RightTemporal,HbT,intercept,6,-5.03841551996225e-08,3.64552121384321e-08,1.48827780340124e-08
sub-003,cate,RightTemporal,HbT,dct01,6,-8.03254636620377e-09,5.88912391624141e-08,2.4042247711354e-08
sub-003,cate,RightTemporal,HbT,dct02,6,6.11673265826711e-09,4.54876719485139e-08,1.85702643101618e-08
sub-003,cate,RightTemporal,HbT,dct03,6,4.85341907219713e-09,4.571599322741e-08,1.86634760819477e-08
