subjId,task,measIndex,src,det,chromophore,roi,term,beta,SE,t,p
sub-002,motor,1,10,10,HbO,LeftCentral,right,3.69356758934549e-09,2.17825027846046e-10,16.9565803611696,1.99759562055725e-62
sub-002,motor,1,10,10,HbO,LeftCentral,intercept,-5.92830431856775e-08,5.88995284412833e-09,-10.0651133811328,1.45743518243283e-23
sub-002,motor,1,10,10,HbO,LeftCentral,dct01,1.47763095252015e-09,7.29511768460618e-09,0.202550666953348,0.839496093915723
sub-002,motor,1,10,10,HbO,LeftCentral,dct02,-3.50326493847548e-09,7.31607609371848e-09,-0.478844792426824,0.632074053040284
sub-002,motor,1,10,10,HbO,LeftCentral,dct03,-6.53868394114364e-10,7.15909022095826e-09,-0.0913340066870734,0.927231566583838
sub-002,motor,2,10,10,HbR,LeftCentral,right,-1.59860439746269e-09,4.2529356598636e-11,-37.5882572724826,1.07612664173984e-266
sub-002,motor,2,10,10,HbR,LeftCentral,intercept,2.12802198777907e-08,3.97873909681288e-09,5.3484833662094,9.34281913261374e-08
sub-002,motor,2,10,10,HbR,LeftCentral,dct01,-5.68095356663443e-10,5.19641209352197e-09,-0.109324539016382,0.912950322897338
sub-002,motor,2,10,10,HbR,LeftCentral,dct02,1.27467959726091e-09,4.72989640324977e-09,0.269494189425612,0.787562692821537
sub-002,motor,2,10,10,HbR,LeftCentral,dct03,-1.45114463205771e-08,4.01088796720668e-09,-3.61801337739269,0.000300377107379459
sub-002,motor,3,10,10,HbT,LeftCentral,right,1.75361357918126e-09,1.56853533108648e-10,11.1799431254544,1.2948140598734e-28
sub-002,motor,3,10,10,HbT,LeftCentral,intercept,-2.41100958652864e-08,3.26276471074401e-09,-7.38946813599336,1.77007038339427e-13
sub-002,motor,3,10,10,HbT,LeftCentral,dct01,-5.65118977114742e-09,3.90722375331814e-09,-1.44634403554397,0.148155581757292
sub-002,motor,3,10,10,HbT,LeftCentral,dct02,-1.13975773023611e-08,3.96548781048029e-09,-2.87419299896439,0.00407102365249928
sub-002,motor,3,10,10,HbT,LeftCentral,dct03,1.09357307564734e-08,3.9710334769777e-09,2.75387523672967,0.00591484463777419
sub-002,motor,4,10,14,HbO,LeftCentral,right,7.32034681528224e-09,2.10738234880892e-10,34.7366808847937,1.49704845132152e-232
sub-002,motor,4,10,14,HbO,LeftCentral,intercept,-8.84606603515094e-08,4.94798330741158e-09,-17.8781242489247,6.0207007424756e-69
sub-002,motor,4,10,14,HbO,LeftCentral,dct01,-6.9307844479383e-09,6.04170709484901e-09,-1.14715664614845,0.251382431753769
sub-002,motor,4,10,14,HbO,LeftCentral,dct02,-1.78355976613986e-08,6.09669109568632e-09,-2.92545536283085,0.00345800674253029
sub-002,motor,4,10,14,HbO,LeftCentral,dct03,2.02137922752396e-08,6.04014569248226e-09,3.34657362659285,0.000825382704165767
sub-002,motor,5,10,14,HbR,LeftCentral,right,-4.70528600416389e-09,1.02620095522967e-10,-45.8515067656588,0
sub-002,motor,5,10,14,HbR,LeftCentral,intercept,5.30964168928251e-08,3.01885594654448e-09,17.5882578808047,7.28837088398313e-67
sub-002,motor,5,10,14,HbR,LeftCentral,dct01,-4.37036490197173e-09,3.75337096445761e-09,-1.16438394801812,0.244334789857492
sub-002,motor,5,10,14,HbR,LeftCentral,dct02,-3.44836689444678e-09,3.75438458128333e-09,-0.918490586083766,0.358414991732878
sub-002,motor,5,10,14,HbR,LeftCentral,dct03,-1.67575345780088e-08,3.63972519139651e-09,-4.60406588322104,4.2660661960272e-06
sub-002,motor,6,10,14,HbT,LeftCentral,right,2.81243999024846e-09,1.43858373417984e-10,19.5500611012531,1.60727521876526e-81
sub-002,motor,6,10,14,HbT,LeftCentral,intercept,-3.36616696254955e-08,3.02027717971702e-09,-11.1452252963913,1.89208677315762e-28
sub-002,motor,6,10,14,HbT,LeftCentral,dct01,-8.71259648490111e-10,3.64316076818677e-09,-0.239149382618035,0.811001455600754
sub-002,motor,6,10,14,HbT,LeftCentral,dct02,-1.21439504502225e-08,3.69445788593439e-09,-3.28707237304212,0.00102069778674974
sub-002,motor,6,10,14,HbT,LeftCentral,dct03,4.47992470747925e-09,3.70384220330225e-09,1.2095344406101,0.226525876136234
sub-002,motor,7,11,11,HbO,RightCentral,left,1.41377480424895e-09,1.27545771122245e-10,11.0844506392448,3.66580141703082e-28
sub-002,motor,7,11,11,HbO,RightCentral,intercept,-2.81929386781987e-08,3.22363202915823e-09,-8.74570621683537,3.15797842161611e-18
sub-002,motor,7,11,11,HbO,RightCentral,dct01,6.53098057292513e-09,4.05227168870503e-09,1.61168378495673,0.107106138671451
sub-002,motor,7,11,11,HbO,RightCentral,dct02,-1.61349115648168e-09,4.02113412222411e-09,-0.401252757913295,0.688254517848306
sub-002,motor,7,11,11,HbO,RightCentral,dct03,-9.15522125716532e-09,3.82005829182065e-09,-2.39661820783418,0.0165907494646399
sub-002,motor,8,11,11,HbR,RightCentral,left,4.6283275989189e-10,1.22387443076876e-10,3.78170135968252,0.000157932670623972
sub-002,motor,8,11,11,HbR,RightCentral,intercept,9.42018054361846e-09,2.40851734316394e-09,3.91119481466704,9.32961074245437e-05
sub-002,motor,8,11,11,HbR,RightCentral,dct01,2.95857854714047e-09,2.95188292852158e-09,1.002268253444,0.316271969362386
sub-002,motor,8,11,11,HbR,RightCentral,dct02,-8.43727392692553e-09,2.97457184637872e-09,-2.83646667912801,0.00458348321217901
sub-002,motor,8,11,11,HbR,RightCentral,dct03,4.23555245201157e-09,2.94782168703867e-09,1.43684147200455,0.150837760556757
sub-002,motor,9,11,15,HbO,RightCentral,left,4.33376884954729e-09,1.37064029953172e-10,31.6185716342057,5.90651993165912e-197
sub-002,motor,9,11,15,HbO,RightCentral,intercept,-4.34641751177396e-08,3.42473874496817e-09,-12.6912381803137,3.05167580059187e-36
sub-002,motor,9,11,15,HbO,RightCentral,dct01,3.9194757636863e-09,4.32343886164542e-09,0.906564401420636,0.364689361709634
sub-002,motor,9,11,15,HbO,RightCentral,dct02,-9.38096960733753e-10,4.28846773535348e-09,-0.218748750981667,0.826856432223212
sub-002,motor,9,11,15,HbO,RightCentral,dct03,-3.33290351936862e-08,4.0455865165006e-09,-8.23836916050321,2.3100551908921e-16
sub-002,motor,10,14,10,HbO,LeftCentral,right,5.40208761355421e-09,2.70872416307888e-10,19.9432917060625,1.29793231802125e-84
sub-002,motor,10,14,10,HbO,LeftCentral,intercept,-6.33329341670519e-08,5.65364628972666e-09,-11.2021394550514,1.0154033886794e-28
sub-002,motor,10,14,10,HbO,LeftCentral,dct01,-8.31397579948605e-09,6.76968334818034e-09,-1.22811886049601,0.219471383355834
sub-002,motor,10,14,10,HbO,LeftCentral,dct02,-7.78367153906229e-09,6.86618130458603e-09,-1.13362452777987,0.257016983374904
sub-002,motor,10,14,10,HbO,LeftCentral,dct03,8.30645660925665e-09,6.87573130661841e-09,1.20808336434861,0.227083426758133
sub-002,motor,11,14,10,HbR,LeftCentral,right,-3.14720754975519e-09,1.29759795860546e-10,-24.2541037374744,1.04286475453714e-121
sub-002,motor,11,14,10,HbR,LeftCentral,intercept,2.15079633029598e-08,5.27498128744395e-09,4.07735347879912,4.63971385134083e-05
sub-002,motor,11,14,10,HbR,LeftCentral,dct01,1.32932056131632e-08,6.65798341841903e-09,1.99658136371865,0.0459353146381425
sub-002,motor,11,14,10,HbR,LeftCentral,dct02,2.53808239839375e-08,6.57777604136709e-09,3.8585722323654,0.000115768173612122
sub-002,motor,11,14,10,HbR,LeftCentral,dct03,3.85821209164509e-08,6.18416836871131e-09,6.23885357191381,4.84466104014268e-10
sub-002,motor,12,14,10,HbT,LeftCentral,right,1.64485536467751e-09,6.26873348320489e-11,26.2390380622239,1.26920933943611e-140
sub-002,motor,12,14,10,HbT,LeftCentral,intercept,-7.94106875013311e-09,7.67380412122154e-09,-1.03482817969936,0.300808923582446
sub-002,motor,12,14,10,HbT,LeftCentral,dct01,-3.19700426401402e-08,9.99384547221398e-09,-3.19897308088533,0.00138946707405192
sub-002,motor,12,14,10,HbT,LeftCentral,dct02,-5.2563318464214e-08,8.61569291990123e-09,-6.10088114245564,1.15028550205613e-09
sub-002,motor,12,14,10,HbT,LeftCentral,dct03,1.55620621168983e-08,6.61170468881398e-09,2.35371403432869,0.0186328757905954
sub-002,motor,13,14,14,HbO,LeftCentral,right,8.55169943331827e-09,1.09421123590395e-10,78.1540085928063,0
sub-002,motor,13,14,14,HbO,LeftCentral,intercept,-8.97201312574235e-08,3.86093422925371e-09,-23.2379330830418,1.86145698686702e-112
sub-002,motor,13,14,14,HbO,LeftCentral,dct01,2.01131031829565e-08,4.84607735116618e-09,4.15038839157539,3.38508670737745e-05
sub-002,motor,13,14,14,HbO,LeftCentral,dct02,3.61962345373552e-09,4.82785006529137e-09,0.749738166012633,0.453454539026172
sub-002,motor,13,14,14,HbO,LeftCentral,dct03,1.62073272514836e-08,4.59480190826658e-09,3.52731795081846,0.000424296677708401
sub-002,motor,14,14,14,HbR,LeftCentral,right,-5.51135776239646e-09,1.09252432290332e-10,-50.4460875319496,0
sub-002,motor,14,14,14,HbR,LeftCentral,intercept,5.79330485719878e-08,2.21792391557316e-09,26.1203949176122,1.83825742708505e-139
sub-002,motor,14,14,14,HbR,LeftCentral,dct01,-8.00075368199792e-09,2.64694866081895e-09,-3.02263273951166,0.00252103287106059
sub-002,motor,14,14,14,HbR,LeftCentral,dct02,-1.09241592439214e-08,2.68953886167262e-09,-4.06172202960016,4.96035010296051e-05
